Start_End,Location,Iteration,Lux_value
Start,1,1,885
Start,1,2,906
Start,1,3,867
Start,2,1,1135
Start,2,2,1139
Start,2,3,1178
Start,3,1,976
Start,3,2,1122
Start,3,3,1078
Start,4,1,947
Start,4,2,1039
Start,4,3,962
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
