Start_End,Location,Iteration,Lux_value
Start,1,1,877
Start,1,2,895
Start,1,3,871
Start,2,1,1924
Start,2,2,1926
Start,2,3,1912
Start,3,1,1224
Start,3,2,1225
Start,3,3,1221
Start,4,1,1437
Start,4,2,1474
Start,4,3,1480
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
