Start_End,Location,Iteration,Lux_value
Start,1,1,980
Start,1,2,1073
Start,1,3,1044
Start,2,1,1155
Start,2,2,1112
Start,2,3,1146
Start,3,1,1073
Start,3,2,1092
Start,3,3,1078
Start,4,1,1691
Start,4,2,1652
Start,4,3,1711
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
