Start_End,Location,Iteration,Lux_value
Start,1,1,1022
Start,1,2,1056
Start,1,3,964
Start,2,1,1656
Start,2,2,1590
Start,2,3,1577
Start,3,1,692
Start,3,2,677
Start,3,3,674
Start,4,1,1147
Start,4,2,1128
Start,4,3,1098
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
