Start_End,Location,Iteration,Lux_value
Start,1,1,1629
Start,1,2,1634
Start,1,3,1665
Start,2,1,760
Start,2,2,730
Start,2,3,782
Start,3,1,765
Start,3,2,779
Start,3,3,773
Start,4,1,1377
Start,4,2,1386
Start,4,3,1384
End,1,1,1577
End,1,2,1503
End,1,3,1487
End,2,1,747
End,2,2,769
End,2,3,764
End,3,1,800
End,3,2,781
End,3,3,779
End,4,1,1559
End,4,2,1457
End,4,3,1490
