Start_End,Location,Iteration,Lux_value
Start,1,1,834
Start,1,2,852
Start,1,3,846
Start,2,1,747
Start,2,2,767
Start,2,3,763
Start,3,1,898
Start,3,2,895
Start,3,3,892
Start,4,1,1042
Start,4,2,787
Start,4,3,772
End,1,1,936
End,1,2,958
End,1,3,950
End,2,1,1058
End,2,2,1062
End,2,3,1067
End,3,1,884
End,3,2,894
End,3,3,899
End,4,1,817
End,4,2,828
End,4,3,822
