Start_End,Location,Iteration,Lux_value
Start,1,1,248
Start,1,2,234
Start,1,3,312
Start,2,1,432
Start,2,2,456
Start,2,3,446
Start,3,1,1411
Start,3,2,1465
Start,3,3,1423
Start,4,1,543
Start,4,2,561
Start,4,3,534
End,1,1,256
End,1,2,253
End,1,3,254
End,2,1,820
End,2,2,897
End,2,3,813
End,3,1,1456
End,3,2,1567
End,3,3,1465
End,4,1,576
End,4,2,567
End,4,3,546
