Start_End,Location,Iteration,Lux_value
Start,1,1,214
Start,1,2,218
Start,1,3,387
Start,2,1,807
Start,2,2,786
Start,2,3,687
Start,3,1,1522
Start,3,2,1578
Start,3,3,1557
Start,4,1,574
Start,4,2,535
Start,4,3,525
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
