Start_End,Location,Iteration,Lux_value
Start,1,1,1501
Start,1,2,1592
Start,1,3,1571
Start,2,1,640
Start,2,2,612
Start,2,3,645
Start,3,1,733
Start,3,2,749
Start,3,3,750
Start,4,1,1473
Start,4,2,1431
Start,4,3,1429
End,1,1,1647
End,1,2,1792
End,1,3,1730
End,2,1,861
End,2,2,803
End,2,3,798
End,3,1,761
End,3,2,785
End,3,3,749
End,4,1,1504
End,4,2,1449
End,4,3,1419
