Start_End,Location,Iteration,Lux_value
Start,1,1,981
Start,1,2,966
Start,1,3,964
Start,2,1,1525
Start,2,2,1536
Start,2,3,1540
Start,3,1,614
Start,3,2,612
Start,3,3,581
Start,4,1,984
Start,4,2,985
Start,4,3,957
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
