Start_End,Location,Iteration,Lux_value
Start,1,1,1052
Start,1,2,990
Start,1,3,959
Start,2,1,1630
Start,2,2,1545
Start,2,3,1565
Start,3,1,726
Start,3,2,650
Start,3,3,819
Start,4,1,1033
Start,4,2,1019
Start,4,3,1073
End,1,1,1016
End,1,2,1033
End,1,3,1094
End,2,1,1527
End,2,2,1489
End,2,3,1483
End,3,1,727
End,3,2,996
End,3,3,999
End,4,1,1104
End,4,2,1115
End,4,3,1095
