Start_End,Location,Iteration,Lux_value
Start,1,1,1046
Start,1,2,1062
Start,1,3,1067
Start,2,1,627
Start,2,2,629
Start,2,3,628
Start,3,1,779
Start,3,2,783
Start,3,3,783
Start,4,1,1212
Start,4,2,1205
Start,4,3,1190
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
