Participant ID,Moderator Initials,Device Type,Session Type,Survey Type,Timestamp,Global Time (seconds),Target Time (seconds),Deviation (seconds),Response,Focus,Missed
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 11:38:41.854,563,600,-37,0,"Glasses screen",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 11:38:46.816,568,600,-32,2,"Glasses screen",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 11:48:41.376,1162,1200,-38,0,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 11:48:43.862,1165,1200,-35,2,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 11:58:45.729,1767,1800,-33,0,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,discomfort,2025-11-05 11:58:53.341,1774,1800,-26,1,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 11:58:56.541,1777,1800,-23,2,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 12:08:37.226,2358,2400,-42,0,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 12:08:42.606,2363,2400,-37,2,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 12:18:37.934,2959,3000,-41,0,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 12:18:46.669,2967,3000,-33,1,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 12:28:44.251,3565,3600,-35,0,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,discomfort,2025-11-05 12:28:46.862,3568,3600,-32,0,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 12:28:48.611,3569,3600,-31,2,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 12:38:42.948,4164,4200,-36,0,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 12:38:54.992,4176,4200,-24,1,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 12:48:44.577,4765,4800,-35,0,"Phone screen",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 12:48:47.208,4768,4800,-32,1,"Phone screen",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 12:58:43.439,5364,5400,-36,0,"Glasses screen, Phone screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,discomfort,2025-11-05 12:58:49.039,5370,5400,-30,0,"Glasses screen, Phone screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 12:59:03.871,5385,5400,-15,1,"Glasses screen, Phone screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 13:08:38.890,5960,6000,-40,0,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 13:08:42.292,5963,6000,-37,2,"Glasses screen, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 13:18:45.861,6567,6600,-33,0,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 13:18:47.763,6569,6600,-31,1,"Glasses screen, Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,misc,2025-11-05 13:28:38.343,7159,7200,-41,0,"Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,discomfort,2025-11-05 13:28:39.526,7160,7200,-40,0,"Real world, plain backdrop, Real world, busy/mixed backdrop",false
1048,ABG,AI Glasses & Neural Band,Discover & Learn,eyestrain,2025-11-05 13:28:40.459,7161,7200,-39,1,"Real world, plain backdrop, Real world, busy/mixed backdrop",false
