Participant ID,Moderator Initials,Device Type,Session Type,Survey Type,Timestamp,Global Time (seconds),Target Time (seconds),Deviation (seconds),Response,Focus,Missed
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 14:53:37.344,565,600,-35,0,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 14:53:42.473,571,600,-29,1,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 15:03:31.512,1160,1200,-40,0,"Glasses screen, Real world, plain backdrop",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 15:03:37.077,1165,1200,-35,2,"Glasses screen, Real world, plain backdrop",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 15:13:30.961,1759,1800,-41,0,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,discomfort,2025-11-04 15:13:32.639,1761,1800,-39,1,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 15:13:42.933,1771,1800,-29,2,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 15:23:33.172,2361,2400,-39,0,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 15:23:39.401,2367,2400,-33,2,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 15:33:32.377,2960,3000,-40,1,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 15:33:37.775,2966,3000,-34,2,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 15:43:38.178,3566,3600,-34,1,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,discomfort,2025-11-04 15:43:44.644,3573,3600,-27,2,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 15:43:48.876,3577,3600,-23,3,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 15:53:32.161,4160,4200,-40,2,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 15:53:39.655,4168,4200,-32,3,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 16:03:37.078,4765,4800,-35,2,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 16:03:40.382,4768,4800,-32,3,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 16:13:44.572,5373,5400,-27,2,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,discomfort,2025-11-04 16:13:53.200,5381,5400,-19,3,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 16:13:56.635,5385,5400,-15,3,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 16:23:39.501,5968,6000,-32,3,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 16:23:42.898,5971,6000,-29,3,"Glasses screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 16:33:41.810,6570,6600,-30,3,"Glasses screen, Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 16:33:53.374,6581,6600,-19,3,"Glasses screen, Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,misc,2025-11-04 16:43:41.857,7170,7200,-30,2,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,discomfort,2025-11-04 16:43:45.960,7174,7200,-26,2,"Phone screen",false
1048,ARD,AI Glasses & Neural Band,Watching,eyestrain,2025-11-04 16:43:48.593,7177,7200,-23,4,"Phone screen",false
