Start_End,Location,Iteration,Lux_value
Start,1,1,1037
Start,1,2,997
Start,1,3,962
Start,2,1,755
Start,2,2,762
Start,2,3,752
Start,3,1,875
Start,3,2,835
Start,3,3,854
Start,4,1,1410
Start,4,2,1307
Start,4,3,1366
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
