Start_End,Location,Iteration,Lux_value
Start,1,1,906
Start,1,2,919
Start,1,3,905
Start,2,1,1659
Start,2,2,1668
Start,2,3,1685
Start,3,1,1894
Start,3,2,1870
Start,3,3,1817
Start,4,1,955
Start,4,2,977
Start,4,3,946
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
