Start_End,Location,Iteration,Lux_value
Start,1,1,456
Start,1,2,467
Start,1,3,476
Start,2,1,789
Start,2,2,765
Start,2,3,708
Start,3,1,1200
Start,3,2,1456
Start,3,3,1566
Start,4,1,765
Start,4,2,723
Start,4,3,786
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
