Start_End,Location,Iteration,Lux_value
Start,1,1,899
Start,1,2,874
Start,1,3,907
Start,2,1,1070
Start,2,2,1105
Start,2,3,1078
Start,3,1,923
Start,3,2,895
Start,3,3,879
Start,4,1,788
Start,4,2,776
Start,4,3,801
End,1,1,919
End,1,2,897
End,1,3,856
End,2,1,1061
End,2,2,1018
End,2,3,1045
End,3,1,905
End,3,2,888
End,3,3,912
End,4,1,777
End,4,2,791
End,4,3,820
