Start_End,Location,Iteration,Lux_value
Start,1,1,860
Start,1,2,908
Start,1,3,858
Start,2,1,1068
Start,2,2,1020
Start,2,3,997
Start,3,1,870
Start,3,2,878
Start,3,3,858
Start,4,1,814
Start,4,2,828
Start,4,3,841
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
