Start_End,Location,Iteration,Lux_value
Start,1,1,2850
Start,1,2,2984
Start,1,3,2615
Start,2,1,2847
Start,2,2,2953
Start,2,3,2535
Start,3,1,1744
Start,3,2,1496
Start,3,3,1527
Start,4,1,1835
Start,4,2,2074
Start,4,3,2078
End,1,1,19360
End,1,2,17660
End,1,3,16970
End,2,1,156700
End,2,2,157400
End,2,3,167500
End,3,1,11610
End,3,2,11110
End,3,3,10930
End,4,1,14830
End,4,2,15920
End,4,3,15890
