Start_End,Location,Iteration,Lux_value
Start,1,1,201
Start,1,2,198
Start,1,3,197
Start,2,1,254
Start,2,2,258
Start,2,3,258
Start,3,1,745
Start,3,2,705
Start,3,3,682
Start,4,1,293
Start,4,2,294
Start,4,3,297
End,1,1,295
End,1,2,220
End,1,3,221
End,2,1,513
End,2,2,498
End,2,3,554
End,3,1,330
End,3,2,333
End,3,3,339
End,4,1,244
End,4,2,251
End,4,3,257
