Start_End,Location,Iteration,Lux_value
Start,1,1,551
Start,1,2,545
Start,1,3,585
Start,2,1,1508
Start,2,2,1518
Start,2,3,1513
Start,3,1,1667
Start,3,2,1649
Start,3,3,1693
Start,4,1,633
Start,4,2,659
Start,4,3,647
End,1,1,602
End,1,2,628
End,1,3,615
End,2,1,1519
End,2,2,1533
End,2,3,1512
End,3,1,1643
End,3,2,1632
End,3,3,1653
End,4,1,644
End,4,2,673
End,4,3,672
