Start_End,Location,Iteration,Lux_value
Start,1,1,5068
Start,1,2,5165
Start,1,3,5052
Start,2,1,7161
Start,2,2,7086
Start,2,3,7040
Start,3,1,5697
Start,3,2,5523
Start,3,3,5637
Start,4,1,5977
Start,4,2,5861
Start,4,3,5911
End,1,1,7043
End,1,2,7169
End,1,3,7285
End,2,1,14080
End,2,2,14130
End,2,3,14060
End,3,1,7225
End,3,2,7416
End,3,3,7458
End,4,1,171100
End,4,2,171500
End,4,3,168700
