Start_End,Location,Iteration,Lux_value
Start,1,1,345
Start,1,2,332
Start,1,3,336
Start,2,1,590
Start,2,2,626
Start,2,3,649
Start,3,1,222
Start,3,2,230
Start,3,3,237
Start,4,1,247
Start,4,2,259
Start,4,3,251
End,1,1,241
End,1,2,246
End,1,3,248
End,2,1,236
End,2,2,237
End,2,3,236
End,3,1,308
End,3,2,307
End,3,3,323
End,4,1,436
End,4,2,459
End,4,3,480
