Start_End,Location,Iteration,Lux_value
Start,1,1,755
Start,1,2,753
Start,1,3,725
Start,2,1,1191
Start,2,2,1151
Start,2,3,1143
Start,3,1,1473
Start,3,2,1420
Start,3,3,1500
Start,4,1,830
Start,4,2,816
Start,4,3,813
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
