Start_End,Location,Iteration,Lux_value
Start,1,1,738
Start,1,2,792
Start,1,3,769
Start,2,1,1482
Start,2,2,1499
Start,2,3,1536
Start,3,1,1594
Start,3,2,1591
Start,3,3,1631
Start,4,1,790
Start,4,2,766
Start,4,3,813
End,1,1,1627
End,1,2,1776
End,1,3,1721
End,2,1,820
End,2,2,800
End,2,3,816
End,3,1,855
End,3,2,792
End,3,3,802
End,4,1,1496
End,4,2,1520
End,4,3,1555
