Start_End,Location,Iteration,Lux_value
Start,1,1,1666
Start,1,2,1707
Start,1,3,1641
Start,2,1,805
Start,2,2,799
Start,2,3,821
Start,3,1,787
Start,3,2,755
Start,3,3,790
Start,4,1,1522
Start,4,2,1580
Start,4,3,1577
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
