Start_End,Location,Iteration,Lux_value
Start,1,1,3000
Start,1,2,3000
Start,1,3,3000
Start,2,1,2998
Start,2,2,2998
Start,2,3,2998
Start,3,1,3001
Start,3,2,3001
Start,3,3,3001
Start,4,1,3000
Start,4,2,3000
Start,4,3,3000
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
