Start_End,Location,Iteration,Lux_value
Start,1,1,1601
Start,1,2,1650
Start,1,3,1584
Start,2,1,745
Start,2,2,770
Start,2,3,781
Start,3,1,795
Start,3,2,772
Start,3,3,732
Start,4,1,1592
Start,4,2,1542
Start,4,3,1551
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
