Start_End,Location,Iteration,Lux_value
Start,1,1,486
Start,1,2,526
Start,1,3,513
Start,2,1,1861
Start,2,2,1873
Start,2,3,1878
Start,3,1,1567
Start,3,2,1479
Start,3,3,1481
Start,4,1,486
Start,4,2,488
Start,4,3,542
End,1,1,532
End,1,2,533
End,1,3,514
End,2,1,1452
End,2,2,1422
End,2,3,1433
End,3,1,1569
End,3,2,1603
End,3,3,1614
End,4,1,536
End,4,2,544
End,4,3,534
