Start_End,Location,Iteration,Lux_value
Start,1,1,518
Start,1,2,511
Start,1,3,483
Start,2,1,806
Start,2,2,779
Start,2,3,750
Start,3,1,1024
Start,3,2,1021
Start,3,3,972
Start,4,1,545
Start,4,2,548
Start,4,3,536
End,1,1,
End,1,2,
End,1,3,
End,2,1,
End,2,2,
End,2,3,
End,3,1,
End,3,2,
End,3,3,
End,4,1,
End,4,2,
End,4,3,
