Start_End,Location,Iteration,Lux_value
Start,1,1,1044
Start,1,2,1038
Start,1,3,1048
Start,2,1,760
Start,2,2,765
Start,2,3,763
Start,3,1,837
Start,3,2,835
Start,3,3,838
Start,4,1,1255
Start,4,2,1277
Start,4,3,1293
End,1,1,931
End,1,2,926
End,1,3,918
End,2,1,1431
End,2,2,1407
End,2,3,1405
End,3,1,1188
End,3,2,1205
End,3,3,1168
End,4,1,774
End,4,2,754
End,4,3,744
